1	1	189	255	66
2	1	336	2799	2463
3	1	2800	3733	933
4	1	3733	5020	1287
5	1	5233	5530	297
6	1	5682	6459	777
7	1	6528	7959	1431
8	1	8237	9191	954
9	1	9305	9893	588
10	1	9927	10494	567
11	1	10642	11356	714
12	1	11381	11786	405
13	1	12162	14079	1917
14	1	14167	15298	1131
15	1	15444	16557	1113
16	1	16750	16960	210
17	1	16750	16903	153
18	1	17488	18655	1167
19	1	18714	19620	906
20	1	19810	20314	504
21	1	20232	20508	276
22	1	20814	21078	264
23	1	21180	21399	219
24	1	21406	22348	942
25	1	22390	25207	2817
26	1	25206	25701	495
27	1	25825	26275	450
28	1	26276	27227	951
29	1	27292	28207	915
30	1	28373	29195	822
31	1	29650	30799	1149
32	1	30816	34038	3222
33	1	34299	34695	396
34	1	34780	35371	591
35	1	35376	36162	786
36	1	36270	37824	1554
37	1	37897	39115	1218
38	1	39243	40386	1143
39	1	40416	41931	1515
40	1	42402	43173	771
41	1	43187	44129	942
42	1	44179	45466	1287
43	1	45462	45750	288
44	1	45806	47138	1332
45	1	47245	47776	531
46	1	47768	49631	1863
47	1	49822	50302	480
48	1	50379	51222	843
49	1	51228	51606	378
50	1	51608	52430	822
51	1	52426	53416	990
52	1	53415	54702	1287
53	1	54754	57109	2355
54	1	57363	58179	816
55	1	58473	59052	579
55	2	59051	59279	228
56	1	59686	60346	660
57	1	60357	63264	2907
58	1	63428	65780	2352
59	1	65854	66550	696
60	1	66834	68337	1503
61	1	68347	70048	1701
62	1	70386	71265	879
63	1	71350	72115	765
64	1	72228	72927	699
65	1	72910	74521	1611
66	1	74496	75480	984
67	1	75643	77299	1656
68	1	77387	77519	132
69	1	77620	78799	1179
70	1	78847	79453	606
71	1	79463	80864	1401
72	1	80866	81958	1092
73	1	81957	83529	1572
74	1	83621	83708	87
75	1	84367	85312	945
76	1	85629	87354	1725
77	1	87356	87848	492
78	1	88027	89032	1005
79	1	89633	90092	459
80	1	90093	91035	942
81	1	91031	91397	366
82	1	91412	93179	1767
83	1	93165	94653	1488
84	1	94649	96008	1359
85	1	96001	97084	1083
86	1	97086	98403	1317
87	1	98402	99647	1245
88	1	99643	100711	1068
89	1	100764	102240	1476
90	1	102232	103153	921
91	1	103154	103985	831
92	1	103981	105244	1263
93	1	105304	106456	1152
94	1	106556	107474	918
95	1	107704	108217	513
96	1	108278	110984	2706
97	1	111043	111433	390
98	1	111648	111846	198
99	1	111855	112599	744
100	1	112598	113219	621
101	1	113443	114487	1044
102	1	114521	115724	1203
103	1	115713	117099	1386
104	1	117108	117549	441
105	1	117751	118645	894
106	1	118732	119284	552
107	1	119280	120135	855
108	1	120177	121551	1374
109	1	122091	122856	765
110	1	123016	125680	2664
111	1	125694	127587	1893
112	1	127911	129336	1425
113	1	129406	131260	1854
114	1	131614	134212	2598
115	1	134387	134750	363
116	1	134787	135582	795
117	1	135597	136464	867
118	1	136569	136917	348
119	1	137082	138633	1551
120	1	138834	141225	2391
121	1	141430	141967	537
122	1	142007	142670	663
123	1	142778	143705	927
124	1	143701	144472	771
125	1	144576	145017	441
126	1	145080	146310	1230
127	1	146313	146694	381
128	1	146967	147870	903
129	1	147943	148795	852
130	1	148806	149601	795
131	1	149714	150953	1239
132	1	151002	151599	597
133	1	151625	152231	606
134	1	152242	152812	570
135	1	152828	155426	2598
136	1	155460	156201	741
137	1	156298	156883	585
138	1	157252	157732	480
139	1	157728	159126	1398
140	1	159185	160112	927
141	1	160148	160604	456
142	1	160781	161486	705
143	1	161500	162031	531
144	1	162104	164534	2430
145	1	164729	167264	2535
146	1	167483	169727	2244
147	1	169777	170575	798
148	1	170574	171465	891
149	1	171461	173444	1983
150	1	173601	174882	1281
151	1	175106	176528	1422
152	1	176609	176954	345
153	1	177000	177624	624
154	1	177661	178462	801
155	1	178454	179153	699
156	1	179236	180754	1518
157	1	180883	182308	1425
158	1	182462	183620	1158
159	1	183708	184095	387
160	1	184256	185069	813
161	1	185122	185947	825
162	1	185977	188650	2673
163	1	188711	189506	795
164	1	189873	190599	726
165	1	190856	191708	852
166	1	191854	192580	726
167	1	192871	193429	558
168	1	193520	194717	1197
169	1	194902	195664	762
170	1	195676	196534	858
171	1	196545	197898	1353
172	1	197927	200360	2433
173	1	200481	200967	486
174	1	200970	201996	1026
175	1	202100	202556	456
176	1	202559	203348	789
177	1	203347	204496	1149
178	1	204492	205089	597
179	1	205125	208608	3483
180	1	208620	209580	960
181	1	209678	211820	2142
182	1	211876	212266	390
183	1	212330	213629	1299
184	1	213677	213932	255
185	1	213924	214125	201
186	1	214290	214836	546
187	1	214832	215255	423
188	1	215268	215979	711
189	1	216178	217003	825
190	1	217056	218775	1719
191	1	218886	219594	708
192	1	219590	219995	405
193	1	220112	220928	816
194	1	220967	221621	654
195	1	221613	222645	1032
196	1	222832	223408	576
197	1	229166	229970	804
198	1	229966	230881	915
199	1	231121	231922	801
200	1	231925	232549	624
201	1	232596	233955	1359
202	1	234026	234782	756
203	1	234815	235538	723
204	1	235534	236002	468
205	1	236066	236798	732
206	1	237334	238120	786
207	1	238256	238736	480
208	1	238745	239102	357
209	1	239105	239378	273
210	1	239418	240189	771
211	1	240342	240816	474
212	1	240858	243303	2445
213	1	243542	244121	579
214	1	244326	245094	768
215	1	245064	245805	741
216	1	245960	246239	279
217	1	246241	246502	261
218	1	246711	247461	750
219	1	247636	248134	498
220	1	248357	250070	1713
221	1	250071	250827	756
222	1	250897	251953	1056
223	1	252004	252298	294
224	1	252300	252699	399
225	1	252708	253161	453
226	1	253478	253685	207
227	1	253701	254202	501
228	1	254258	255716	1458
229	1	255976	256435	459
230	1	256526	257771	1245
231	1	257828	257899	71
231	2	258675	259006	331
232	1	259044	260100	1056
233	1	260387	261491	1104
234	1	261502	262756	1254
235	1	263149	263212	63
236	1	263327	263669	342
237	1	263689	264007	318
